language,article,date,views
en,influenza,2012-11-03,3784
en,influenza,2012-11-04,4649
en,influenza,2012-11-05,6303
en,influenza,2012-11-06,6444
en,influenza,2012-11-07,6464
en,influenza,2012-11-08,6241
en,influenza,2012-11-09,5414
en,influenza,2012-11-10,3818
en,influenza,2012-11-11,4454
en,influenza,2012-11-12,6678
en,influenza,2012-11-13,7113
en,influenza,2012-11-14,6986
en,influenza,2012-11-15,6837
en,influenza,2012-11-16,5467
en,influenza,2012-11-17,3881
en,influenza,2012-11-18,4502
en,influenza,2012-11-19,6436
en,influenza,2012-11-20,6388
en,influenza,2012-11-21,6090
en,influenza,2012-11-22,5370
en,influenza,2012-11-23,4485
en,influenza,2012-11-24,4707
en,influenza,2012-11-25,5138
en,influenza,2012-11-26,7024
en,influenza,2012-11-27,7285
en,influenza,2012-11-29,6819
en,influenza,2012-11-30,6062
en,influenza,2012-12-01,4510
en,influenza,2012-12-02,4956
en,influenza,2012-12-03,7655
en,influenza,2012-12-04,9003
en,influenza,2012-12-05,8782
en,influenza,2012-12-06,7995
en,influenza,2012-12-07,6941
en,influenza,2012-12-08,4854
en,influenza,2012-12-09,5651
en,influenza,2012-12-10,8014
en,influenza,2012-12-11,8785
en,influenza,2012-12-12,8278
en,influenza,2012-12-13,7574
en,influenza,2012-12-14,6624
en,influenza,2012-12-15,4733
en,influenza,2012-12-16,5257
en,influenza,2012-12-17,7439
en,influenza,2012-12-18,7831
en,influenza,2012-12-19,7697
en,influenza,2012-12-20,7205
en,influenza,2012-12-21,6141
en,influenza,2012-12-22,5453
en,influenza,2012-12-23,5439
en,influenza,2012-12-24,5541
en,influenza,2012-12-25,4728
en,influenza,2012-12-27,7788
en,influenza,2012-12-28,8062
en,influenza,2012-12-29,8098
en,influenza,2012-12-30,7312
en,influenza,2012-12-31,7325
en,influenza,2013-01-01,6302
en,influenza,2013-01-02,10107
en,influenza,2013-01-03,10022
en,influenza,2013-01-04,11295
en,influenza,2013-01-05,21328
en,influenza,2013-01-06,9775
en,influenza,2013-01-07,13706
en,influenza,2013-01-08,30126
en,influenza,2013-01-09,16987
en,influenza,2013-01-10,24479
en,influenza,2013-01-11,47218
en,influenza,2013-01-12,16959
en,influenza,2013-01-13,14675
en,influenza,2013-01-14,17056
en,influenza,2013-01-15,18058
en,influenza,2013-01-16,17044
en,influenza,2013-01-17,15803
en,influenza,2013-01-18,28202
en,influenza,2013-01-19,10474
en,influenza,2013-01-20,10664
en,influenza,2013-01-21,26074
en,influenza,2013-01-22,14554
en,influenza,2013-01-23,14029
en,influenza,2013-01-24,12682
en,influenza,2013-01-25,11751
en,influenza,2013-01-26,8723
en,influenza,2013-01-27,8983
en,influenza,2013-01-28,12841
en,influenza,2013-01-29,12259
en,influenza,2013-01-30,11630
en,influenza,2013-01-31,14495
en,influenza,2013-02-01,9062
en,influenza,2013-02-02,6959
en,influenza,2013-02-03,7517
en,influenza,2013-02-04,9537
en,influenza,2013-02-05,9826
en,influenza,2013-02-06,9900
en,influenza,2013-02-07,9515
en,influenza,2013-02-08,8503
en,influenza,2013-02-09,5958
en,influenza,2013-02-10,6333
en,influenza,2013-02-11,8786
en,influenza,2013-02-12,9106
en,influenza,2013-02-13,9025
en,influenza,2013-02-14,8200
en,influenza,2013-02-15,7445
en,influenza,2013-02-16,5754
en,influenza,2013-02-17,6345
en,influenza,2013-02-18,8171
en,influenza,2013-02-19,9082
en,influenza,2013-02-20,17964
en,influenza,2013-02-21,17130
en,influenza,2013-02-22,7555
en,influenza,2013-02-23,5572
en,influenza,2013-02-24,6348
en,influenza,2013-02-25,8562
en,influenza,2013-02-26,16612
en,influenza,2013-02-27,8562
en,influenza,2013-02-28,8106
en,influenza,2013-03-01,6933
en,influenza,2013-03-02,10432
en,influenza,2013-03-03,6001
en,influenza,2013-03-04,8279
en,influenza,2013-03-05,16036
en,influenza,2013-03-06,8045
en,influenza,2013-03-07,7780
en,influenza,2013-03-08,6745
en,influenza,2013-03-09,4876
en,influenza,2013-03-10,11024
en,influenza,2013-03-11,7208
en,influenza,2013-03-12,7594
en,influenza,2013-03-13,7368
en,influenza,2013-03-14,7278
en,influenza,2013-03-15,6306
en,influenza,2013-03-16,4427
en,influenza,2013-03-17,9806
en,influenza,2013-03-18,7171
en,influenza,2013-03-19,7092
en,influenza,2013-03-20,7046
en,influenza,2013-03-21,6737
en,influenza,2013-03-22,5572
en,influenza,2013-03-23,4064
en,influenza,2013-03-24,4569
en,influenza,2013-03-25,6231
en,influenza,2013-03-26,6168
en,influenza,2013-03-27,5666
en,influenza,2013-03-28,5006
en,influenza,2013-03-29,5607
en,influenza,2013-03-30,3495
en,influenza,2013-03-31,3879
en,influenza,2013-04-01,5646
en,influenza,2013-04-02,6459
en,influenza,2013-04-03,6367
en,influenza,2013-04-04,5924
en,influenza,2013-04-05,5756
en,influenza,2013-04-06,3924
en,influenza,2013-04-07,4294
en,influenza,2013-04-08,6091
en,influenza,2013-04-09,6218
en,influenza,2013-04-10,5959
en,influenza,2013-04-11,5421
en,influenza,2013-04-12,4667
en,influenza,2013-04-13,3507
en,influenza,2013-04-14,4128
en,influenza,2013-04-15,5729
en,influenza,2013-04-16,5591
en,influenza,2013-04-17,5713
en,influenza,2013-04-18,5750
en,influenza,2013-04-19,4697
en,influenza,2013-04-20,3379
en,influenza,2013-04-21,3940
en,influenza,2013-04-22,5620
en,influenza,2013-04-23,5347
en,influenza,2013-04-24,5774
en,influenza,2013-04-25,5588
en,influenza,2013-04-26,4512
en,influenza,2013-04-27,3125
en,influenza,2013-04-28,3704
en,influenza,2013-04-29,5141
en,influenza,2013-04-30,4774
en,influenza,2013-05-01,4812
en,influenza,2013-05-02,4972
en,influenza,2013-05-03,4252
en,influenza,2013-05-04,2879
en,influenza,2013-05-05,4074
en,influenza,2013-05-06,5217
en,influenza,2013-05-07,5032
en,influenza,2013-05-08,4852
en,influenza,2013-05-09,4754
en,influenza,2013-05-10,3912
en,influenza,2013-05-11,2752
en,influenza,2013-05-12,3316
en,influenza,2013-05-13,5064
en,influenza,2013-05-14,4586
en,influenza,2013-05-15,6039
en,influenza,2013-05-16,4990
en,influenza,2013-05-17,3796
en,influenza,2013-05-18,2547
en,influenza,2013-05-19,3183
en,influenza,2013-05-20,4210
en,influenza,2013-05-21,4379
en,influenza,2013-05-22,4506
en,influenza,2013-05-23,4328
en,influenza,2013-05-24,3505
en,influenza,2013-05-25,2461
en,influenza,2013-05-26,2724
en,influenza,2013-05-27,5191
en,influenza,2013-05-28,4247
en,influenza,2013-05-29,4394
en,influenza,2013-05-30,4077
en,influenza,2013-05-31,3248
en,influenza,2013-06-01,2587
en,influenza,2013-06-02,2970
en,influenza,2013-06-03,5492
en,influenza,2013-06-04,4145
en,influenza,2013-06-05,4192
en,influenza,2013-06-06,3791
en,influenza,2013-06-07,3039
en,influenza,2013-06-08,2300
en,influenza,2013-06-09,2615
en,influenza,2013-06-10,3809
en,influenza,2013-06-11,3808
en,influenza,2013-06-12,3510
en,influenza,2013-06-13,3554
en,influenza,2013-06-14,3070
en,influenza,2013-06-15,2169
en,influenza,2013-06-16,2561
en,influenza,2013-06-17,3514
en,influenza,2013-06-18,3517
en,influenza,2013-06-19,3314
en,influenza,2013-06-20,3201
en,influenza,2013-06-21,2644
en,influenza,2013-06-22,2041
en,influenza,2013-06-23,2299
en,influenza,2013-06-24,3332
en,influenza,2013-06-25,3084
en,influenza,2013-06-26,3169
en,influenza,2013-06-27,3234
en,influenza,2013-06-28,2321
en,influenza,2013-06-29,1936
en,influenza,2013-06-30,2183
en,influenza,2013-07-01,2780
en,influenza,2013-07-02,2995
en,influenza,2013-07-03,2788
en,influenza,2013-07-04,2654
en,influenza,2013-07-05,2236
en,influenza,2013-07-06,1776
en,influenza,2013-07-07,2245
en,influenza,2013-07-08,2775
en,influenza,2013-07-09,2918
en,influenza,2013-07-10,2746
en,influenza,2013-07-11,2714
en,influenza,2013-07-12,2286
en,influenza,2013-07-13,1662
en,influenza,2013-07-14,1969
en,influenza,2013-07-15,2652
en,influenza,2013-07-16,2883
en,influenza,2013-07-17,2986
en,influenza,2013-07-18,2885
en,influenza,2013-07-19,2367
en,influenza,2013-07-20,1766
en,influenza,2013-07-21,2005
en,influenza,2013-07-22,2755
en,influenza,2013-07-23,2204
en,influenza,2013-07-24,888
en,influenza,2013-07-25,2370
en,influenza,2013-07-26,2193
en,influenza,2013-07-27,1641
en,influenza,2013-07-28,1856
en,influenza,2013-07-29,2477
en,influenza,2013-07-30,2416
en,influenza,2013-07-31,2372
en,influenza,2013-08-01,2303
en,influenza,2013-08-02,2071
en,influenza,2013-08-03,1696
en,influenza,2013-08-04,2221
en,influenza,2013-08-05,2481
en,influenza,2013-08-06,2317
en,influenza,2013-08-07,2537
en,influenza,2013-08-08,2318
en,influenza,2013-08-09,1993
en,influenza,2013-08-10,1807
en,influenza,2013-08-11,1884
en,influenza,2013-08-12,2476
en,influenza,2013-08-13,2736
en,influenza,2013-08-14,2745
en,influenza,2013-08-15,2618
en,influenza,2013-08-16,2320
en,influenza,2013-08-17,1744
en,influenza,2013-08-18,2074
en,influenza,2013-08-19,2736
en,influenza,2013-08-20,2593
en,influenza,2013-08-21,2715
en,influenza,2013-08-22,2626
en,influenza,2013-08-23,2250
en,influenza,2013-08-24,1590
en,influenza,2013-08-25,1944
en,influenza,2013-08-26,2549
en,influenza,2013-08-27,2867
en,influenza,2013-08-28,2812
en,influenza,2013-08-29,2775
en,influenza,2013-08-30,2620
en,influenza,2013-08-31,1914
en,influenza,2013-09-01,2091
en,influenza,2013-09-02,2618
en,influenza,2013-09-03,3002
en,influenza,2013-09-04,3176
en,influenza,2013-09-05,3136
en,influenza,2013-09-06,2809
en,influenza,2013-09-07,2101
en,influenza,2013-09-08,2616
en,influenza,2013-09-09,3521
en,influenza,2013-09-10,3711
en,influenza,2013-09-11,3608
en,influenza,2013-09-12,3832
en,influenza,2013-09-13,3303
en,influenza,2013-09-14,2498
en,influenza,2013-09-15,2842
en,influenza,2013-09-16,3839
en,influenza,2013-09-17,4066
en,influenza,2013-09-18,3966
en,influenza,2013-09-19,3830
en,influenza,2013-09-20,3271
en,influenza,2013-09-21,2252
en,influenza,2013-09-22,2952
en,influenza,2013-09-23,4070
en,influenza,2013-09-24,4330
en,influenza,2013-09-25,4496
en,influenza,2013-09-26,3842
en,influenza,2013-09-27,3419
en,influenza,2013-09-28,2276
en,influenza,2013-09-29,2981
en,influenza,2013-09-30,3960
en,influenza,2013-10-01,4411
en,influenza,2013-10-02,4382
en,influenza,2013-10-03,4089
en,influenza,2013-10-04,3428
en,influenza,2013-10-05,2571
en,influenza,2013-10-06,2941
en,influenza,2013-10-07,4105
en,influenza,2013-10-08,4433
en,influenza,2013-10-09,4238
en,influenza,2013-10-10,4125
en,influenza,2013-10-11,3516
en,influenza,2013-10-12,2386
en,influenza,2013-10-13,2767
en,influenza,2013-10-14,3961
en,influenza,2013-10-15,4125
en,influenza,2013-10-16,4913
en,influenza,2013-10-17,4614
en,influenza,2013-10-18,3825
en,influenza,2013-10-19,2679
en,influenza,2013-10-20,3060
en,influenza,2013-10-21,4585
en,influenza,2013-10-22,4415
en,influenza,2013-10-23,4522
en,influenza,2013-10-25,3542
en,influenza,2013-10-26,2481
en,influenza,2013-10-27,2890
en,influenza,2013-10-28,4300
en,influenza,2013-10-29,4264
en,influenza,2013-10-30,4166
en,influenza,2013-10-31,3984
en,influenza,2013-11-01,3016
en,influenza,2013-11-02,2407
en,influenza,2013-11-03,2936
en,influenza,2013-11-04,4417
en,influenza,2013-11-05,4273
en,influenza,2013-11-06,4962
en,influenza,2013-11-07,5077
en,influenza,2013-11-08,3504
en,influenza,2013-11-09,2441
en,influenza,2013-11-10,2965
en,influenza,2013-11-11,4322
en,influenza,2013-11-12,4513
en,influenza,2013-11-13,4431
en,influenza,2013-11-14,4511
en,influenza,2013-11-15,4109
en,influenza,2013-11-16,2925
en,influenza,2013-11-17,3371
en,influenza,2013-11-18,4816
en,influenza,2013-11-19,4979
en,influenza,2013-11-20,4927
en,influenza,2013-11-21,4931
en,influenza,2013-11-22,3830
en,influenza,2013-11-23,2543
en,influenza,2013-11-24,3059
en,influenza,2013-11-25,4275
en,influenza,2013-11-26,4425
en,influenza,2013-11-27,3918
en,influenza,2013-11-28,3546
en,influenza,2013-11-29,2973
en,influenza,2013-11-30,2612
en,influenza,2013-12-01,2979
en,influenza,2013-12-02,4418
en,influenza,2013-12-03,4648
en,influenza,2013-12-04,5075
en,influenza,2013-12-05,4696
en,influenza,2013-12-06,3837
en,influenza,2013-12-08,3830
en,influenza,2013-12-09,4500
en,influenza,2013-12-10,4581
en,influenza,2013-12-11,4657
en,influenza,2013-12-12,4492
en,influenza,2013-12-13,4027
en,influenza,2013-12-14,2890
en,influenza,2013-12-15,2970
en,influenza,2013-12-16,4173
en,influenza,2013-12-17,4289
en,influenza,2013-12-18,4175
en,influenza,2013-12-19,3827
en,influenza,2013-12-23,2965
en,influenza,2013-12-24,2489
en,influenza,2013-12-25,1957
en,influenza,2013-12-26,2748
en,influenza,2013-12-27,3126
en,influenza,2013-12-28,3102
en,influenza,2013-12-29,3244
en,influenza,2013-12-30,3866
en,influenza,2013-12-31,3562
en,influenza,2014-01-01,2691
en,influenza,2014-01-02,3874
en,influenza,2014-01-03,4456
en,influenza,2014-01-04,4225
en,influenza,2014-01-05,878
en,influenza,2014-01-06,2007
en,influenza,2014-01-07,5983
en,influenza,2014-01-08,6205
en,influenza,2014-01-09,13884
en,influenza,2014-01-10,6170
en,influenza,2014-01-11,4693
en,influenza,2014-01-12,4573
en,influenza,2014-01-13,5947
en,influenza,2014-01-14,12626
en,influenza,2014-01-15,12726
en,influenza,2014-01-16,6049
en,influenza,2014-01-17,5405
en,influenza,2014-01-18,7690
en,influenza,2014-01-19,4000
en,influenza,2014-01-20,10346
en,influenza,2014-01-21,5713
en,influenza,2014-01-22,5699
en,influenza,2014-01-23,5524
en,influenza,2014-01-24,6232
en,influenza,2014-01-25,3551
en,influenza,2014-01-26,3775
en,influenza,2014-01-27,5298
en,influenza,2014-01-28,5503
en,influenza,2014-01-29,5576
en,influenza,2014-01-30,5060
en,influenza,2014-01-31,4197
en,influenza,2014-02-01,3239
en,influenza,2014-02-03,5071
en,influenza,2014-02-04,4919
en,influenza,2014-02-05,5111
en,influenza,2014-02-06,5237
en,influenza,2014-02-07,4392
en,influenza,2014-02-08,2873
en,influenza,2014-02-09,3361
en,influenza,2014-02-10,4962
en,influenza,2014-02-11,4744
en,influenza,2014-02-12,4589
en,influenza,2014-02-13,4311
en,influenza,2014-02-14,3554
en,influenza,2014-02-15,2687
en,influenza,2014-02-16,3192
en,influenza,2014-02-17,4069
en,influenza,2014-02-18,4347
en,influenza,2014-02-19,4288
en,influenza,2014-02-20,4304
en,influenza,2014-02-21,3867
en,influenza,2014-02-22,2585
en,influenza,2014-02-23,2845
en,influenza,2014-02-24,4493
en,influenza,2014-02-25,4322
en,influenza,2014-02-26,4516
en,influenza,2014-02-27,4364
en,influenza,2014-02-28,3805
en,influenza,2014-03-01,2681
en,influenza,2014-03-02,3148
en,influenza,2014-03-03,4038
en,influenza,2014-03-04,4351
en,influenza,2014-03-05,4169
en,influenza,2014-03-06,4221
en,influenza,2014-03-07,3700
en,influenza,2014-03-08,2477
en,influenza,2014-03-09,2850
en,influenza,2014-03-10,3857
en,influenza,2014-03-11,4042
en,influenza,2014-03-12,4036
en,influenza,2014-03-13,3736
en,influenza,2014-03-14,3100
en,influenza,2014-03-15,2271
en,influenza,2014-03-16,2737
en,influenza,2014-03-17,3875
en,influenza,2014-03-18,3932
en,influenza,2014-03-19,4271
en,influenza,2014-03-20,3615
en,influenza,2014-03-21,2951
en,influenza,2014-03-22,2362
en,influenza,2014-03-23,2867
en,influenza,2014-03-24,4020
en,influenza,2014-03-25,4044
en,influenza,2014-03-26,4048
en,influenza,2014-03-27,3710
en,influenza,2014-03-28,3102
en,influenza,2014-03-29,2144
en,influenza,2014-03-30,2635
en,influenza,2014-03-31,3732
en,influenza,2014-04-01,3772
en,influenza,2014-04-02,3749
en,influenza,2014-04-03,3627
en,influenza,2014-04-04,2911
en,influenza,2014-04-05,2160
en,influenza,2014-04-06,2619
en,influenza,2014-04-07,3767
en,influenza,2014-04-08,3636
en,influenza,2014-04-09,3462
en,influenza,2014-04-10,3526
en,influenza,2014-04-11,2978
en,influenza,2014-04-12,2086
en,influenza,2014-04-13,2404
en,influenza,2014-04-14,3379
en,influenza,2014-04-15,3256
en,influenza,2014-04-16,3160
en,influenza,2014-04-17,2842
en,influenza,2014-04-18,2271
en,influenza,2014-04-19,1898
en,influenza,2014-04-20,1997
en,influenza,2014-04-21,3007
en,influenza,2014-04-22,3318
en,influenza,2014-04-23,3295
en,influenza,2014-04-24,3113
en,influenza,2014-04-25,2730
en,influenza,2014-04-26,2080
en,influenza,2014-04-27,2422
en,influenza,2014-04-28,3452
en,influenza,2014-04-29,3541
en,influenza,2014-04-30,3259
en,influenza,2014-05-01,3058
en,influenza,2014-05-02,2878
en,influenza,2014-05-03,2055
en,influenza,2014-05-04,2326
en,influenza,2014-05-05,3225
en,influenza,2014-05-06,3329
en,influenza,2014-05-07,3301
en,influenza,2014-05-08,3124
en,influenza,2014-05-09,2574
en,influenza,2014-05-10,3017
en,influenza,2014-05-11,2163
en,influenza,2014-05-12,3281
en,influenza,2014-05-13,3074
en,influenza,2014-05-14,3224
en,influenza,2014-05-15,3021
en,influenza,2014-05-16,2329
en,influenza,2014-05-17,1661
en,influenza,2014-05-18,2015
en,influenza,2014-05-19,2910
en,influenza,2014-05-20,3118
en,influenza,2014-05-21,2855
en,influenza,2014-05-22,2664
en,influenza,2014-05-23,2277
en,influenza,2014-05-24,1504
en,influenza,2014-05-25,1800
en,influenza,2014-05-26,2377
en,influenza,2014-05-27,2734
en,influenza,2014-05-28,2650
en,influenza,2014-05-29,2594
en,influenza,2014-05-30,2021
en,influenza,2014-05-31,1368
en,influenza,2014-06-01,1744
en,influenza,2014-06-02,2346
en,influenza,2014-06-03,2449
en,influenza,2014-06-04,2389
en,influenza,2014-06-05,2258
en,influenza,2014-06-06,1903
en,influenza,2014-06-07,1474
en,influenza,2014-06-08,1569
en,influenza,2014-06-09,2211
en,influenza,2014-06-10,2345
en,influenza,2014-06-11,1995
en,influenza,2014-06-12,2252
en,influenza,2014-06-13,1760
en,influenza,2014-06-14,1483
en,influenza,2014-06-15,1680
en,influenza,2014-06-16,2135
en,influenza,2014-06-17,2059
en,influenza,2014-06-18,2173
en,influenza,2014-06-19,2049
en,influenza,2014-06-20,2086
en,influenza,2014-06-21,1324
en,influenza,2014-06-22,1604
en,influenza,2014-06-23,2052
en,influenza,2014-06-24,2001
en,influenza,2014-06-25,1815
en,influenza,2014-06-26,1874
en,influenza,2014-06-27,1578
en,influenza,2014-06-28,1191
en,influenza,2014-06-29,1383
en,influenza,2014-06-30,1874
en,influenza,2014-07-01,1771
en,influenza,2014-07-02,1970
en,influenza,2014-07-03,1865
en,influenza,2014-07-04,1487
en,influenza,2014-07-05,1344
en,influenza,2014-07-06,1585
en,influenza,2014-07-07,2119
en,influenza,2014-09-04,2598
en,influenza,2014-09-07,1991
en,influenza,2014-09-30,3486
en,influenza,2014-10-03,3780
en,influenza,2014-10-05,2922
en,influenza,2014-10-06,4695
en,influenza,2014-10-13,5086
en,influenza,2014-10-16,6367
en,influenza,2014-10-19,3335
en,influenza,2014-10-21,5005
en,influenza,2014-10-25,2449
en,influenza,2014-10-28,5140
en,influenza,2014-10-29,6762
en,influenza,2014-10-30,24019
en,influenza,2014-10-31,2847
en,influenza,2014-11-01,2074
en,influenza,2014-11-05,3912
en,influenza,2014-11-07,3230
en,influenza,2014-11-08,2210
en,influenza,2014-11-09,2441
en,influenza,2014-11-10,3590
en,influenza,2014-11-12,3856
en,influenza,2014-11-14,2906
en,influenza,2014-11-15,2244
en,influenza,2014-11-16,2546
en,influenza,2014-11-17,3927
en,influenza,2014-11-18,4397
en,influenza,2014-11-19,3717
en,influenza,2014-11-22,1955
en,influenza,2014-11-23,2398
en,influenza,2014-11-24,3409
en,influenza,2014-11-25,3338
en,influenza,2014-11-26,3192
en,influenza,2014-11-28,2103
en,influenza,2014-11-30,1859
en,influenza,2014-12-03,3813
en,influenza,2014-12-07,2518
en,influenza,2014-12-11,3929
en,influenza,2014-12-13,2215
en,influenza,2014-12-15,3864
en,influenza,2014-12-17,3799
en,influenza,2014-12-18,3414
en,influenza,2014-12-21,2274
en,influenza,2014-12-22,3332
en,influenza,2014-12-23,3031
en,influenza,2014-12-27,2191
en,influenza,2014-12-28,2499
en,influenza,2014-12-29,3119
en,influenza,2014-12-31,3845
en,influenza,2015-01-01,2602
en,influenza,2015-01-02,3292
en,influenza,2015-01-03,2920
en,influenza,2015-01-04,3089
en,influenza,2015-01-05,4189
en,influenza,2015-01-06,4861
en,influenza,2015-01-07,4623
en,influenza,2015-01-08,4496
en,influenza,2015-01-09,4088
en,influenza,2015-01-10,4861
en,influenza,2015-01-11,2919
en,influenza,2015-01-12,4281
en,influenza,2015-01-13,4201
en,influenza,2015-01-14,4723
en,influenza,2015-01-15,5914
en,influenza,2015-01-17,3970
en,influenza,2015-01-18,4029
en,influenza,2015-01-19,5405
en,influenza,2015-01-20,5198
en,influenza,2015-01-21,5310
en,influenza,2015-01-24,3010
en,influenza,2015-01-25,3153
en,influenza,2015-01-26,4199
en,influenza,2015-01-27,4494
en,influenza,2015-01-28,4407
en,influenza,2015-01-29,4232
en,influenza,2015-01-30,3680
en,influenza,2015-01-31,2581
en,influenza,2015-02-01,2983
en,influenza,2015-02-02,3840
en,influenza,2015-02-03,4156
en,influenza,2015-02-04,4391
en,influenza,2015-02-05,4512
en,influenza,2015-02-06,3731
en,influenza,2015-02-07,2704
en,influenza,2015-02-08,2936
en,influenza,2015-02-09,4249
en,influenza,2015-02-10,4022
en,influenza,2015-02-11,3809
en,influenza,2015-02-12,3744
en,influenza,2015-02-13,3252
en,influenza,2015-02-14,2058
en,influenza,2015-02-15,2378
en,influenza,2015-02-16,3881
en,influenza,2015-02-17,3730
en,influenza,2015-02-18,3957
en,influenza,2015-02-19,3743
en,influenza,2015-02-20,3479
en,influenza,2015-02-21,2664
en,influenza,2015-02-22,2825
en,influenza,2015-02-23,4647
en,influenza,2015-02-24,4389
en,influenza,2015-02-25,5295
en,influenza,2015-02-26,3752
en,influenza,2015-02-27,3346
en,influenza,2015-02-28,2374
en,influenza,2015-03-01,2942
en,influenza,2015-03-02,3873
en,influenza,2015-03-03,3940
en,influenza,2015-03-04,3834
en,influenza,2015-03-05,3334
en,influenza,2015-03-06,3165
en,influenza,2015-03-07,2102
en,influenza,2015-03-08,2385
en,influenza,2015-03-09,3454
en,influenza,2015-03-10,3376
en,influenza,2015-03-11,3241
en,influenza,2015-03-12,4024
en,influenza,2015-03-13,2878
en,influenza,2015-03-14,2124
en,influenza,2015-03-15,2117
en,influenza,2015-03-16,3087
en,influenza,2015-03-17,2953
en,influenza,2015-03-18,3108
en,influenza,2015-03-19,2782
en,influenza,2015-03-20,2858
en,influenza,2015-03-21,1718
en,influenza,2015-03-22,2036
en,influenza,2015-03-23,3019
en,influenza,2015-03-24,2803
en,influenza,2015-03-25,2871
en,influenza,2015-03-26,2694
en,influenza,2015-03-27,2514
en,influenza,2015-03-28,1863
en,influenza,2015-03-29,1869
en,influenza,2015-03-30,2582
en,influenza,2015-03-31,2624
en,influenza,2015-04-01,2598
en,influenza,2015-04-02,2231
en,influenza,2015-04-03,1764
en,influenza,2015-04-04,1376
en,influenza,2015-04-05,1481
en,influenza,2015-04-06,2137
en,influenza,2015-04-07,2589
en,influenza,2015-04-08,2635
en,influenza,2015-04-09,2452
en,influenza,2015-04-10,2141
en,influenza,2015-04-11,1548
en,influenza,2015-04-12,1866
en,influenza,2015-04-13,2731
en,influenza,2015-04-14,2899
en,influenza,2015-04-15,2766
en,influenza,2015-04-16,2548
en,influenza,2015-04-17,2223
en,influenza,2015-04-18,1506
en,influenza,2015-04-19,1836
en,influenza,2015-04-20,2647
en,influenza,2015-04-21,2742
en,influenza,2015-04-22,2762
en,influenza,2015-04-23,3239
en,influenza,2015-04-24,2605
en,influenza,2015-04-25,1527
en,influenza,2015-04-26,1793
en,influenza,2015-04-27,2632
en,influenza,2015-04-28,2613
en,influenza,2015-04-29,2479
en,influenza,2015-04-30,2424
en,influenza,2015-05-01,1920
en,influenza,2015-05-02,1440
en,influenza,2015-05-03,1674
en,influenza,2015-05-04,2435
en,influenza,2015-05-05,2509
en,influenza,2015-05-06,2560
en,influenza,2015-05-07,2172
en,influenza,2015-05-08,2289
en,influenza,2015-05-10,1606
en,influenza,2015-05-11,2497
en,influenza,2015-05-12,2438
en,influenza,2015-05-13,2198
en,influenza,2015-05-14,2133
en,influenza,2015-05-15,1933
en,influenza,2015-05-16,1224
en,influenza,2015-05-17,1540
en,influenza,2015-05-18,2326
en,influenza,2015-05-19,2277
en,influenza,2015-05-20,2310
en,influenza,2015-05-21,2119
en,influenza,2015-05-22,1709
en,influenza,2015-05-23,1120
en,influenza,2015-05-24,1282
en,influenza,2015-05-25,1870
en,influenza,2015-05-26,2064
en,influenza,2015-05-27,1989
en,influenza,2015-05-28,2115
en,influenza,2015-05-29,1845
en,influenza,2015-05-30,1349
en,influenza,2015-05-31,1456
en,influenza,2015-06-01,2688
en,influenza,2015-06-02,2378
en,influenza,2015-06-03,2192
en,influenza,2015-06-04,2022
en,influenza,2015-06-05,1843
en,influenza,2015-06-06,1386
en,influenza,2015-06-07,1429
en,influenza,2015-06-08,1974
en,influenza,2015-06-09,2051
en,influenza,2015-06-10,2048
en,influenza,2015-06-11,1858
en,influenza,2015-06-12,1527
en,influenza,2015-06-13,1144
en,influenza,2015-06-14,1301
en,influenza,2015-06-15,1743
en,influenza,2015-06-16,1330
en,influenza,2015-06-17,946
en,influenza,2015-06-18,880
en,influenza,2015-06-19,692
en,influenza,2015-06-20,453
en,influenza,2015-06-21,449
en,influenza,2015-06-22,645
en,influenza,2015-06-23,633
en,influenza,2015-06-24,597
en,influenza,2015-06-25,913
en,influenza,2015-06-26,734
en,influenza,2015-06-27,593
en,influenza,2015-06-28,879
en,influenza,2015-06-29,1216
en,influenza,2015-06-30,1372
en,influenza,2015-07-01,1411
en,influenza,2015-07-02,1798
en,influenza,2015-07-03,1063
en,influenza,2015-07-04,859
en,influenza,2015-07-05,956
en,influenza,2015-07-06,1423
en,influenza,2015-07-07,1907
en,influenza,2015-07-08,1441
en,influenza,2015-07-09,1374
en,influenza,2015-07-10,1154
en,influenza,2015-07-11,888
en,influenza,2015-07-12,897
en,influenza,2015-07-13,1301
en,influenza,2015-07-14,1352
en,influenza,2015-07-15,1333
en,influenza,2015-07-16,1182
en,influenza,2015-07-17,983
en,influenza,2015-07-18,782
en,influenza,2015-07-19,976
en,influenza,2015-07-20,1231
en,influenza,2015-07-21,1171
en,influenza,2015-07-22,1279
en,influenza,2015-07-23,1288
en,influenza,2015-07-24,1120
en,influenza,2015-07-25,923
en,influenza,2015-07-26,961
en,influenza,2015-07-27,1522
en,influenza,2015-07-28,1338
en,influenza,2015-07-29,1477
en,influenza,2015-07-30,1247
en,influenza,2015-07-31,1111
en,influenza,2015-08-01,833
en,influenza,2015-08-02,906
en,influenza,2015-08-03,1197
en,influenza,2015-08-04,1326
en,influenza,2015-08-05,1319
en,influenza,2015-08-06,1379
en,influenza,2015-08-07,1041
en,influenza,2015-08-08,853
en,influenza,2015-08-09,955
en,influenza,2015-08-10,1230
en,influenza,2015-08-11,1316
en,influenza,2015-08-12,1138
en,influenza,2015-08-13,1357
en,influenza,2015-08-14,1145
en,influenza,2015-08-15,1046
